Pi (Pa)            ,Pf (Pa)            ,Vi (m³)             ,Vf (m³)            ,ΔP (Pa)            ,ΔV (m³)             ,C = ΔV / ΔP (m⁴·s²/kg) ,Cr = (ΔV / ΔP)*(1/Z) (m⁴·s²/kg)
345641.70854271355 ,691283.4170854271  , 823.6180904522612  ,411.8090452261306  ,345641.70854271355 ,-411.8090452261306  ,-0.0011914333109924442 ,-0.0013238147899916047
347168.84422110557 ,694337.6884422111  , 828.1407035175879  ,414.07035175879395 ,347168.84422110557 ,-414.07035175879395 ,-0.001192705966135256  ,-0.0013252288512613957
348695.97989949747 ,697391.9597989949  , 832.6633165829145  ,416.33165829145725 ,348695.97989949747 ,-416.33165829145725 ,-0.0011939674739337516 ,-0.0013266305265930574
350223.1155778895  ,700446.231155779   , 837.1859296482411  ,418.59296482412054 ,350223.1155778895  ,-418.59296482412054 ,-0.0011952179802107482 ,-0.0013280199780119424
351750.2512562814  ,703500.5025125628  , 841.7085427135678  ,420.8542713567839  ,351750.2512562814  ,-420.8542713567839  ,-0.0011964576282566862 ,-0.0013293973647296514
353277.38693467336 ,706554.7738693467  , 846.2311557788944  ,423.1155778894472  ,353277.38693467336 ,-423.1155778894472  ,-0.0011976865588843593 ,-0.0013307628432048437
354804.5226130653  ,709609.0452261306  , 850.753768844221   ,425.3768844221105  ,354804.5226130653  ,-425.3768844221105  ,-0.0011989049104822386 ,-0.0013321165672024874
356331.6582914573  ,712663.3165829146  , 855.2763819095477  ,427.63819095477385 ,356331.6582914573  ,-427.63819095477385 ,-0.0012001128190664222 ,-0.0013334586878515804
357858.79396984924 ,715717.5879396985  , 859.7989949748743  ,429.89949748743715 ,357858.79396984924 ,-429.89949748743715 ,-0.0012013104183312526 ,-0.0013347893537013918
359385.9296482412  ,718771.8592964824  , 864.3216080402009  ,432.16080402010044 ,359385.9296482412  ,-432.16080402010044 ,-0.0012024978396986484 ,-0.001336108710776276
360913.06532663316 ,721826.1306532663  , 868.8442211055276  ,434.4221105527638  ,360913.06532663316 ,-434.4221105527638  ,-0.0012036752123661789 ,-0.0013374169026290877
362440.2010050251  ,724880.4020100503  , 873.3668341708542  ,436.6834170854271  ,362440.2010050251  ,-436.6834170854271  ,-0.001204842663353927  ,-0.0013387140703932522
363967.3366834171  ,727934.6733668342  , 877.8894472361808  ,438.9447236180904  ,363967.3366834171  ,-438.9447236180904  ,-0.0012060003175501694 ,-0.0013400003528335216
365494.47236180905 ,730988.9447236181  , 882.4120603015075  ,441.20603015075375 ,365494.47236180905 ,-441.20603015075375 ,-0.001207148297755914  ,-0.0013412758863954601
367021.608040201   ,734043.216080402   , 886.9346733668341  ,443.46733668341705 ,367021.608040201   ,-443.46733668341705 ,-0.0012082867247283236 ,-0.0013425408052536929
368548.743718593   ,737097.487437186   , 891.4572864321607  ,445.72864321608034 ,368548.743718593   ,-445.72864321608034 ,-0.0012094157172230612 ,-0.001343795241358957
370075.87939698494 ,740151.7587939699  , 895.9798994974874  ,447.9899497487437  ,370075.87939698494 ,-447.9899497487437  ,-0.0012105353920355867 ,-0.0013450393244839854
371603.0150753769  ,743206.0301507538  , 900.502512562814   ,450.251256281407   ,371603.0150753769  ,-450.251256281407   ,-0.0012116458640414338 ,-0.0013462731822682598
373130.15075376886 ,746260.3015075377  , 905.0251256281406  ,452.5125628140703  ,373130.15075376886 ,-452.5125628140703  ,-0.0012127472462355004 ,-0.0013474969402616672
374657.2864321608  ,749314.5728643216  , 909.5477386934673  ,454.77386934673365 ,374657.2864321608  ,-454.77386934673365 ,-0.0012138396497703764 ,-0.001348710721967085
376184.4221105528  ,752368.8442211056  , 914.0703517587939  ,457.03517587939695 ,376184.4221105528  ,-457.03517587939695 ,-0.0012149231839937375 ,-0.0013499146488819306
377711.55778894474 ,755423.1155778895  , 918.5929648241205  ,459.29648241206024 ,377711.55778894474 ,-459.29648241206024 ,-0.0012159979564848344 ,-0.001351108840538705
379238.6934673367  ,758477.3869346734  , 923.1155778894472  ,461.5577889447236  ,379238.6934673367  ,-461.5577889447236  ,-0.001217064073090097  ,-0.0013522934145445524
380765.82914572867 ,761531.6582914573  , 927.6381909547738  ,463.8190954773869  ,380765.82914572867 ,-463.8190954773869  ,-0.0012181216379578842 ,-0.0013534684866198714
382292.96482412063 ,764585.9296482413  , 932.1608040201004  ,466.0804020100502  ,382292.96482412063 ,-466.0804020100502  ,-0.0012191707535724001 ,-0.001354634170636
383820.10050251253 ,767640.2010050251  , 936.6834170854271  ,468.34170854271355 ,383820.10050251253 ,-468.34170854271355 ,-0.0012202115207868007 ,-0.0013557905786520008
385347.2361809045  ,770694.472361809   , 941.2060301507537  ,470.60301507537685 ,385347.2361809045  ,-470.60301507537685 ,-0.0012212440388555124 ,-0.0013569378209505694
386874.37185929646 ,773748.7437185929  , 945.7286432160803  ,472.86432160804014 ,386874.37185929646 ,-472.86432160804014 ,-0.001222268405465787  ,-0.0013580760060730966
388401.5075376884  ,776803.0150753768  , 950.251256281407   ,475.1256281407035  ,388401.5075376884  ,-475.1256281407035  ,-0.00122328471676851   ,-0.0013592052408539
389928.6432160804  ,779857.2864321608  , 954.7738693467336  ,477.3869346733668  ,389928.6432160804  ,-477.3869346733668  ,-0.0012242930674082875 ,-0.001360325630453653
391455.77889447234 ,782911.5577889447  , 959.2964824120602  ,479.6482412060301  ,391455.77889447234 ,-479.6482412060301  ,-0.0012252935505528261 ,-0.0013614372783920291
392982.9145728643  ,785965.8291457286  , 963.8190954773869  ,481.90954773869345 ,392982.9145728643  ,-481.90954773869345 ,-0.0012262862579216303 ,-0.0013625402865795892
394510.05025125627 ,789020.1005025125  , 968.3417085427135  ,484.17085427135675 ,394510.05025125627 ,-484.17085427135675 ,-0.0012272712798140305 ,-0.0013636347553489228
396037.1859296482  ,792074.3718592965  , 972.8643216080401  ,486.43216080402004 ,396037.1859296482  ,-486.43216080402004 ,-0.0012282487051365665 ,-0.001364720783485074
397564.3216080402  ,795128.6432160804  , 977.3869346733668  ,488.6934673366834  ,397564.3216080402  ,-488.6934673366834  ,-0.001229218621429736  ,-0.0013657984682552624
399091.45728643215 ,798182.9145728643  , 981.9095477386934  ,490.9547738693467  ,399091.45728643215 ,-490.9547738693467  ,-0.0012301811148941314 ,-0.001366867905437924
400618.5929648241  ,801237.1859296482  , 986.43216080402    ,493.21608040201    ,400618.5929648241  ,-493.21608040201    ,-0.0012311362704159772 ,-0.001367929189351086
402145.7286432161  ,804291.4572864322  , 990.9547738693467  ,495.47738693467335 ,402145.7286432161  ,-495.47738693467335 ,-0.0012320841715920876 ,-0.0013689824128800974
403672.86432160804 ,807345.7286432161  , 995.4773869346733  ,497.73869346733665 ,403672.86432160804 ,-497.73869346733665 ,-0.0012330249007542551 ,-0.001370027667504728
405200.0           ,810400.0           ,1000.0              ,500.0              ,405200.0           ,-500.0              ,-0.0012339585389930898 ,-0.0013710650433256554
